,Wban Number, YearMonthDay, Avg Temp
10682,14913,20031029,33
11054,14929,20031029,31
148,3026,20031029,65
4706,12884,20031029,65
4063,12815,20031029,69
4034,12812,20031029,71
11116,14933,20031029,46
3975,11640,20031029,83
6149,13781,20031029,50
240,3029,20031029,49
3795,4854,20031029,40
117,3024,20031029,70
3619,4848,20031029,43
11147,14935,20031029,59
6273,13833,20031029,63
3588,4847,20031029,40
3559,4846,20031029,45
11333,14941,20031029,52
19790,54743,20031029,52
9647,14794,20031029,58
2851,4113,20031029,47
8580,14710,20031029,59
13945,24011,20031029,33
2974,4725,20031029,42
485,3144,20031029,79
1866,3928,20031029,61
1804,3919,20031029,62
8761,14734,20031029,54
14007,24013,20031029,30
1711,3894,20031029,53
547,3160,20031029,68
1680,3893,20031029,42
8884,14739,20031029,61
9587,14787,20031029,59
1649,3889,20031029,53
14100,24018,20031029,52
1618,3888,20031029,58
576,3162,20031029,65
1587,3887,20031029,43
14811,24110,20031029,44
19732,54740,20031029,46
1527,3878,20031029,61
1465,3870,20031029,58
8915,14740,20031029,51
1896,3932,20031029,66
2018,3940,20031029,63
27,3013,20031029,64
8520,14702,20031029,59
361,3102,20031029,64
2789,4111,20031029,45
2729,4109,20031029,42
19761,54742,20031029,42
2359,3966,20031029,48
2820,4112,20031029,39
11914,23009,20031029,65
454,3131,20031029,63
2759,4110,20031029,42
8396,14606,20031029,57
11669,21510,20031029,80
2297,3963,20031029,53
8551,14707,20031029,57
9616,14792,20031029,52
2235,3960,20031029,50
2142,3953,20031029,54
13085,23176,20031029,60
2080,3947,20031029,56
11640,21504,20031029,77
19733,54740,20031030,43
19791,54743,20031030,50
118,3024,20031030,57
577,3162,20031030,65
331,3032,20031030,62
695,3170,20031030,29
1034,3810,20031030,57
88,3017,20031030,33
362,3102,20031030,62
300,3031,20031030,69
19609,54728,20031030,41
455,3131,20031030,64
241,3029,20031030,54
486,3144,20031030,72
21888,93721,20031030,51
20000,54771,20031030,42
149,3026,20031030,37
21765,93706,20031030,50
9314,14763,20031030,44
13946,24011,20031030,32
11670,21510,20031030,81
10714,14914,20031030,34
5902,13739,20031030,52
2730,4109,20031030,37
2360,3966,20031030,59
2298,3963,20031030,67
11915,23009,20031030,69
6026,13744,20031030,61
6088,13764,20031030,52
2236,3960,20031030,63
2143,3953,20031030,67
2081,3947,20031030,60
10683,14913,20031030,35
2019,3940,20031030,68
6150,13781,20031030,50
1897,3932,20031030,59
3467,4842,20031030,52
1867,3928,20031030,56
6274,13833,20031030,67
1805,3919,20031030,57
14008,24013,20031030,28
2760,4110,20031030,31
6336,13838,20031030,68
2790,4111,20031030,21
2821,4112,20031030,16
3498,4843,20031030,50
3405,4840,20031030,50
3374,4839,20031030,54
11210,14937,20031030,57
3589,4847,20031030,55
3312,4836,20031030,44
11272,14939,20031030,45
3252,4808,20031030,54
11148,14935,20031030,41
3192,4803,20031030,39
11303,14940,20031030,43
3796,4854,20031030,45
3161,4789,20031030,47
3099,4781,20031030,50
11117,14933,20031030,54
3006,4726,20031030,49
4707,12884,20031030,70
11334,14941,20031030,42
2975,4725,20031030,44
2852,4113,20031030,40
11055,14929,20031030,33
5686,13728,20031030,55
1712,3894,20031030,63
11179,14936,20031030,34
8762,14734,20031030,52
1189,3818,20031030,64
9617,14792,20031030,49
9131,14752,20031030,50
1406,3860,20031030,58
8581,14710,20031030,49
1375,3859,20031030,58
1220,3820,20031030,61
1282,3847,20031030,62
1344,3856,20031030,65
1681,3893,20031030,58
16453,25308,20031030,41
8885,14739,20031030,52
1313,3849,20031030,58
8976,14745,20031030,46
16484,25309,20031030,30
8916,14740,20031030,48
1251,3822,20031030,65
1466,3870,20031030,59
14874,24126,20031030,33
8397,14606,20031030,48
1619,3888,20031030,61
8521,14702,20031030,47
8366,14605,20031030,49
1588,3887,20031030,60
1158,3816,20031030,66
1528,3878,20031030,63
1065,3811,20031030,67
1096,3812,20031030,55
1650,3889,20031030,64
14812,24110,20031030,35
16515,25323,20031030,31
7315,13939,20031030,69
14101,24018,20031030,23
11118,14933,20031031,41
8977,14745,20031031,50
3590,4847,20031031,65
9315,14763,20031031,49
3797,4854,20031031,51
9376,14765,20031031,52
20001,54771,20031031,49
21889,93721,20031031,56
242,3029,20031031,52
9132,14752,20031031,52
11149,14935,20031031,39
3499,4843,20031031,64
4064,12815,20031031,75
6337,13838,20031031,72
4708,12884,20031031,75
6275,13833,20031031,70
7316,13939,20031031,74
89,3017,20031031,52
6151,13781,20031031,55
21766,93706,20031031,58
8367,14605,20031031,47
8398,14606,20031031,45
10684,14913,20031031,33
6089,13764,20031031,58
8522,14702,20031031,51
6027,13744,20031031,63
9618,14792,20031031,55
5903,13739,20031031,58
119,3024,20031031,44
10715,14914,20031031,25
8582,14710,20031031,52
5687,13728,20031031,60
8763,14734,20031031,58
8886,14739,20031031,54
11056,14929,20031031,27
150,3026,20031031,33
8917,14740,20031031,52
1066,3811,20031031,70
4984,12916,20031031,77
3468,4842,20031031,63
487,3144,20031031,66
14009,24013,20031031,17
1713,3894,20031031,70
1682,3893,20031031,68
1651,3889,20031031,69
14102,24018,20031031,21
1620,3888,20031031,63
1589,3887,20031031,61
578,3162,20031031,62
1529,3878,20031031,66
19734,54740,20031031,47
14813,24110,20031031,27
1467,3870,20031031,60
14875,24126,20031031,28
1806,3919,20031031,44
1407,3860,20031031,68
1345,3856,20031031,68
696,3170,20031031,29
16454,25308,20031031,39
1283,3847,20031031,63
1252,3822,20031031,70
1035,3810,20031031,60
16485,25309,20031031,30
1221,3820,20031031,63
1190,3818,20031031,70
19610,54728,20031031,46
16516,25323,20031031,30
1097,3812,20031031,58
11180,14936,20031031,30
1159,3816,20031031,74
1376,3859,20031031,62
13947,24011,20031031,22
1314,3849,20031031,63
2020,3940,20031031,71
3406,4840,20031031,48
3375,4839,20031031,59
1898,3932,20031031,47
3313,4836,20031031,39
11273,14939,20031031,40
3253,4808,20031031,57
3193,4803,20031031,38
301,3031,20031031,70
11304,14940,20031031,37
3162,4789,20031031,52
3100,4781,20031031,52
3007,4726,20031031,62
332,3032,20031031,70
19792,54743,20031031,55
11335,14941,20031031,37
11211,14937,20031031,47
2853,4113,20031031,25
2082,3947,20031031,44
2976,4725,20031031,58
2237,3960,20031031,67
456,3131,20031031,59
11916,23009,20031031,66
2299,3963,20031031,59
2361,3966,20031031,64
2731,4109,20031031,34
2144,3953,20031031,72
11671,21510,20031031,80
2761,4110,20031031,30
2791,4111,20031031,15
2822,4112,20031031,16
363,3102,20031031,55
5749,13739,20031101,63
5539,13728,20031101,64
4850,12916,20031101,77
300,3032,20031101,72
4581,12884,20031101,76
3951,12815,20031101,76
3921,12812,20031101,76
19244,54728,20031101,55
3861,11640,20031101,81
3502,4848,20031101,58
330,3102,20031101,56
3472,4847,20031101,54
3442,4846,20031101,49
3382,4843,20031101,56
3352,4842,20031101,59
3293,4840,20031101,39
3263,4839,20031101,49
21512,93721,20031101,64
420,3131,20031101,58
3203,4836,20031101,48
3681,4854,20031101,40
5869,13744,20031101,64
270,3031,20031101,70
5989,13781,20031101,62
9073,14763,20031101,60
19364,54740,20031101,56
8893,14752,20031101,64
210,3029,20031101,52
8743,14745,20031101,60
8683,14740,20031101,64
8653,14739,20031101,65
16057,25309,20031101,34
8533,14734,20031101,65
9343,14787,20031101,62
8353,14710,20031101,63
8323,14707,20031101,59
240,3030,20031101,49
8293,14702,20031101,65
8173,14606,20031101,61
8143,14605,20031101,60
7127,13939,20031101,71
9133,14765,20031101,64
6169,13838,20031101,71
6109,13833,20031101,68
16087,25323,20031101,42
5929,13764,20031101,63
3173,4826,20031101,37
1555,3888,20031101,65
3113,4804,20031101,61
655,3170,20031101,21
1615,3893,20031101,57
1585,3889,20031101,67
1525,3887,20031101,50
1465,3878,20031101,67
19633,54771,20031101,56
1405,3870,20031101,64
985,3810,20031101,64
1375,3868,20031101,56
1345,3860,20031101,65
1315,3859,20031101,63
1285,3856,20031101,67
1255,3849,20031101,63
1225,3847,20031101,62
1015,3811,20031101,68
1195,3822,20031101,69
1165,3820,20031101,64
21392,93706,20031101,62
1135,3818,20031101,71
1105,3816,20031101,68
9373,14792,20031101,62
1645,3894,20031101,68
3143,4808,20031101,48
1735,3919,20031101,45
1825,3932,20031101,52
3083,4803,20031101,33
3053,4789,20031101,58
450,3144,20031101,65
2993,4781,20031101,59
2903,4726,20031101,61
2873,4725,20031101,56
2753,4113,20031101,25
19394,54742,20031101,55
2724,4112,20031101,16
2694,4111,20031101,19
510,3160,20031101,48
2665,4110,20031101,27
2635,4109,20031101,31
2275,3966,20031101,50
2215,3963,20031101,49
2155,3960,20031101,52
2065,3953,20031101,72
540,3162,20031101,57
2005,3947,20031101,42
1945,3940,20031101,68
19424,54743,20031101,63
1795,3928,20031101,47
9403,14794,20031101,61
1045,3812,20031101,58
12761,23176,20031101,39
14437,24110,20031101,29
11353,21504,20031101,78
10393,14910,20031101,26
10933,14937,20031101,40
13747,24018,20031101,34
16027,25308,20031101,45
10423,14913,20031101,27
10903,14936,20031101,26
11383,21510,20031101,80
90,3024,20031101,50
10453,14914,20031101,23
13657,24013,20031101,19
11623,23009,20031101,67
10873,14935,20031101,33
10783,14929,20031101,25
13597,24011,20031101,22
10843,14933,20031101,35
10993,14939,20031101,35
120,3026,20031101,44
60,3017,20031101,31
11023,14940,20031101,33
0,3013,20031101,59
11053,14941,20031101,31
14497,24126,20031101,30
19425,54743,20031102,61
3084,4803,20031102,37
3922,12812,20031102,76
2904,4726,20031102,64
1946,3940,20031102,68
2006,3947,20031102,45
3862,11640,20031102,82
91,3024,20031102,66
19245,54728,20031102,42
541,3162,20031102,50
11384,21510,20031102,79
3952,12815,20031102,76
1826,3932,20031102,70
2695,4111,20031102,24
11624,23009,20031102,73
2994,4781,20031102,61
656,3170,20031102,24
12762,23176,20031102,39
5750,13739,20031102,64
3054,4789,20031102,52
10844,14933,20031102,40
1646,3894,20031102,65
5540,13728,20031102,65
1736,3919,20031102,45
4851,12916,20031102,74
14498,24126,20031102,35
1796,3928,20031102,65
4582,12884,20031102,73
11024,14940,20031102,38
301,3032,20031102,74
3682,4854,20031102,42
10874,14935,20031102,38
3114,4804,20031102,65
3503,4848,20031102,65
19365,54740,20031102,52
421,3131,20031102,58
10994,14939,20031102,38
2725,4112,20031102,16
19395,54742,20031102,42
21513,93721,20031102,65
3174,4826,20031102,39
11354,21504,20031102,75
511,3160,20031102,46
3264,4839,20031102,49
2666,4110,20031102,32
3294,4840,20031102,42
11054,14941,20031102,38
2636,4109,20031102,34
3204,4836,20031102,31
10934,14937,20031102,46
2754,4113,20031102,37
3383,4843,20031102,60
2276,3966,20031102,63
61,3017,20031102,35
3443,4846,20031102,56
2216,3963,20031102,64
5870,13744,20031102,66
9404,14794,20031102,61
3473,4847,20031102,60
2156,3960,20031102,65
331,3102,20031102,53
10904,14936,20031102,34
2066,3953,20031102,67
2874,4725,20031102,52
3353,4842,20031102,64
1616,3893,20031102,65
3144,4808,20031102,52
8354,14710,20031102,53
1226,3847,20031102,62
8654,14739,20031102,58
10394,14910,20031102,33
16058,25309,20031102,32
1256,3849,20031102,64
8534,14734,20031102,62
13748,24018,20031102,32
1286,3856,20031102,66
5930,13764,20031102,65
1316,3859,20031102,66
8324,14707,20031102,59
1346,3860,20031102,68
10424,14913,20031102,31
241,3030,20031102,62
8294,14702,20031102,54
16028,25308,20031102,40
1376,3868,20031102,66
8684,14740,20031102,55
8744,14745,20031102,51
9374,14792,20031102,62
1046,3812,20031102,60
1106,3816,20031102,67
9344,14787,20031102,61
21393,93706,20031102,67
14438,24110,20031102,33
9134,14765,20031102,63
1136,3818,20031102,68
9074,14763,20031102,49
1,3013,20031102,41
1166,3820,20031102,65
8894,14752,20031102,56
121,3026,20031102,34
211,3029,20031102,52
1016,3811,20031102,65
1196,3822,20031102,69
8174,14606,20031102,43
451,3144,20031102,63
16088,25323,20031102,35
10784,14929,20031102,30
6170,13838,20031102,70
13598,24011,20031102,20
271,3031,20031102,74
5990,13781,20031102,62
10454,14914,20031102,29
7128,13939,20031102,70
1556,3888,20031102,66
1406,3870,20031102,66
19634,54771,20031102,43
8144,14605,20031102,46
1526,3887,20031102,63
1586,3889,20031102,69
986,3810,20031102,66
13658,24013,20031102,14
6110,13833,20031102,68
1466,3878,20031102,65
19396,54742,20031103,45
2696,4111,20031103,22
1647,3894,20031103,64
2,3013,20031103,38
2726,4112,20031103,23
1017,3811,20031103,64
1737,3919,20031103,44
1167,3820,20031103,65
542,3162,20031103,51
11055,14941,20031103,35
452,3144,20031103,61
2755,4113,20031103,39
2875,4725,20031103,60
1557,3888,20031103,64
21394,93706,20031103,68
1107,3816,20031103,65
1587,3889,20031103,68
2905,4726,20031103,64
657,3170,20031103,28
1617,3893,20031103,64
1047,3812,20031103,59
2995,4781,20031103,65
1527,3887,20031103,67
1137,3818,20031103,68
512,3160,20031103,46
1197,3822,20031103,72
987,3810,20031103,65
1377,3868,20031103,65
2007,3947,20031103,59
19635,54771,20031103,45
14439,24110,20031103,32
13659,24013,20031103,0
1347,3860,20031103,65
11385,21510,20031103,79
1947,3940,20031103,67
2067,3953,20031103,67
1317,3859,20031103,67
2157,3960,20031103,67
1287,3856,20031103,66
11625,23009,20031103,69
19426,54743,20031103,67
1407,3870,20031103,65
1827,3932,20031103,73
1257,3849,20031103,62
2277,3966,20031103,70
62,3017,20031103,34
13749,24018,20031103,31
13599,24011,20031103,16
2637,4109,20031103,32
11355,21504,20031103,74
1227,3847,20031103,63
2667,4110,20031103,36
1467,3878,20031103,65
1797,3928,20031103,63
2217,3963,20031103,69
12763,23176,20031103,38
8355,14710,20031103,52
6111,13833,20031103,66
242,3030,20031103,54
16029,25308,20031103,39
8145,14605,20031103,45
3384,4843,20031103,65
8685,14740,20031103,65
5871,13744,20031103,70
3444,4846,20031103,57
5751,13739,20031103,66
8655,14739,20031103,59
10905,14936,20031103,28
332,3102,20031103,52
16059,25309,20031103,31
3474,4847,20031103,54
3504,4848,20031103,55
8535,14734,20031103,69
5541,13728,20031103,64
3683,4854,20031103,37
302,3032,20031103,73
8295,14702,20031103,59
3953,12815,20031103,80
10425,14913,20031103,26
10875,14935,20031103,35
8325,14707,20031103,60
212,3029,20031103,38
3923,12812,20031103,77
92,3024,20031103,73
8175,14606,20031103,45
3863,11640,20031103,84
19246,54728,20031103,45
10845,14933,20031103,43
10395,14910,20031103,26
4852,12916,20031103,72
3295,4840,20031103,41
3354,4842,20031103,61
10935,14937,20031103,47
8745,14745,20031103,50
16089,25323,20031103,34
10785,14929,20031103,23
3145,4808,20031103,50
272,3031,20031103,73
14499,24126,20031103,34
9345,14787,20031103,62
3115,4804,20031103,63
10455,14914,20031103,21
9405,14794,20031103,61
3085,4803,20031103,31
5991,13781,20031103,65
9375,14792,20031103,67
3055,4789,20031103,62
11025,14940,20031103,34
9135,14765,20031103,65
6171,13838,20031103,68
3175,4826,20031103,36
19366,54740,20031103,54
3265,4839,20031103,46
5931,13764,20031103,65
8895,14752,20031103,64
7129,13939,20031103,69
3205,4836,20031103,29
21514,93721,20031103,67
422,3131,20031103,59
4583,12884,20031103,71
10995,14939,20031103,38
122,3026,20031103,34
9075,14763,20031103,59
10426,14913,20031104,29
19636,54771,20031104,38
6172,13838,20031104,77
8146,14605,20031104,38
13600,24011,20031104,19
1408,3870,20031104,66
7130,13939,20031104,67
1348,3860,20031104,65
1378,3868,20031104,65
8176,14606,20031104,39
2996,4781,20031104,56
13660,24013,20031104,18
1048,3812,20031104,59
9346,14787,20031104,49
1108,3816,20031104,70
21395,93706,20031104,67
9406,14794,20031104,49
9136,14765,20031104,49
16030,25308,20031104,35
9076,14763,20031104,46
1138,3818,20031104,78
8896,14752,20031104,51
1168,3820,20031104,74
8746,14745,20031104,43
8686,14740,20031104,51
1198,3822,20031104,78
13750,24018,20031104,33
8656,14739,20031104,48
1228,3847,20031104,62
6112,13833,20031104,67
1258,3849,20031104,62
16060,25309,20031104,29
8356,14710,20031104,44
1288,3856,20031104,69
10396,14910,20031104,27
8326,14707,20031104,50
1318,3859,20031104,68
8296,14702,20031104,48
8536,14734,20031104,59
5542,13728,20031104,65
10456,14914,20031104,25
11356,21504,20031104,74
2158,3960,20031104,67
3445,4846,20031104,63
10906,14936,20031104,25
2218,3963,20031104,62
3385,4843,20031104,66
3355,4842,20031104,63
2278,3966,20031104,64
3296,4840,20031104,46
2638,4109,20031104,31
3266,4839,20031104,55
2668,4110,20031104,28
10936,14937,20031104,46
3206,4836,20031104,28
2697,4111,20031104,22
19397,54742,20031104,38
10996,14939,20031104,35
11056,14941,20031104,31
3176,4826,20031104,39
2727,4112,20031104,0
14500,24126,20031104,33
19367,54740,20031104,43
3146,4808,20031104,57
2756,4113,20031104,29
3116,4804,20031104,64
2876,4725,20031104,59
3086,4803,20031104,31
3056,4789,20031104,51
2906,4726,20031104,65
2068,3953,20031104,66
1468,3878,20031104,76
3475,4847,20031104,62
2008,3947,20031104,45
5992,13781,20031104,64
1528,3887,20031104,62
1558,3888,20031104,67
12764,23176,20031104,32
16090,25323,20031104,31
5932,13764,20031104,69
1588,3889,20031104,70
10786,14929,20031104,24
5872,13744,20031104,75
5752,13739,20031104,65
1618,3893,20031104,63
11026,14940,20031104,34
1648,3894,20031104,65
11626,23009,20031104,59
4853,12916,20031104,74
1738,3919,20031104,39
10846,14933,20031104,41
4584,12884,20031104,78
1798,3928,20031104,52
19427,54743,20031104,57
3954,12815,20031104,80
1828,3932,20031104,53
3924,12812,20031104,76
11386,21510,20031104,79
10876,14935,20031104,32
1948,3940,20031104,67
3864,11640,20031104,84
19247,54728,20031104,38
3684,4854,20031104,43
3505,4848,20031104,64
9376,14792,20031104,59
14440,24110,20031104,26
243,3030,20031104,47
123,3026,20031104,38
303,3032,20031104,72
63,3017,20031104,38
1018,3811,20031104,63
658,3170,20031104,28
543,3162,20031104,0
273,3031,20031104,68
213,3029,20031104,33
988,3810,20031104,62
21515,93721,20031104,65
423,3131,20031104,56
513,3160,20031104,44
333,3102,20031104,55
3,3013,20031104,42
453,3144,20031104,59
93,3024,20031104,52
12765,23176,20031105,34
10937,14937,20031105,34
1409,3870,20031105,73
1589,3889,20031105,66
3685,4854,20031105,42
11627,23009,20031105,56
5873,13744,20031105,73
1529,3887,20031105,42
124,3026,20031105,29
19248,54728,20031105,40
8327,14707,20031105,53
10787,14929,20031105,0
2639,4109,20031105,30
13601,24011,20031105,0
21516,93721,20031105,71
3476,4847,20031105,54
1319,3859,20031105,68
544,3162,20031105,47
4854,12916,20031105,78
1739,3919,20031105,33
3506,4848,20031105,54
8687,14740,20031105,45
5933,13764,20031105,74
1019,3811,20031105,67
1169,3820,20031105,76
2997,4781,20031105,58
454,3144,20031105,58
16031,25308,20031105,34
514,3160,20031105,45
1289,3856,20031105,74
9407,14794,20031105,53
2698,4111,20031105,19
11027,14940,20031105,26
8357,14710,20031105,41
2757,4113,20031105,27
8537,14734,20031105,56
16061,25309,20031105,29
4585,12884,20031105,77
5543,13728,20031105,71
11057,14941,20031105,23
19428,54743,20031105,54
1259,3849,20031105,67
19398,54742,20031105,41
1469,3878,20031105,76
1829,3932,20031105,37
2728,4112,20031105,0
14501,24126,20031105,33
2907,4726,20031105,59
1229,3847,20031105,69
304,3032,20031105,73
1199,3822,20031105,78
3865,11640,20031105,84
2669,4110,20031105,26
8657,14739,20031105,48
1949,3940,20031105,74
2877,4725,20031105,53
11387,21510,20031105,78
3925,12812,20031105,79
10997,14939,20031105,29
10397,14910,20031105,18
1799,3928,20031105,34
5753,13739,20031105,63
10457,14914,20031105,16
11357,21504,20031105,77
64,3017,20031105,30
3955,12815,20031105,79
8297,14702,20031105,43
19637,54771,20031105,44
334,3102,20031105,55
2159,3960,20031105,45
659,3170,20031105,27
1619,3893,20031105,58
21396,93706,20031105,62
8177,14606,20031105,37
3147,4808,20031105,40
7131,13939,20031105,71
1349,3860,20031105,65
6173,13838,20031105,77
3297,4840,20031105,36
9077,14763,20031105,48
10847,14933,20031105,32
3356,4842,20031105,58
6113,13833,20031105,74
1109,3816,20031105,59
8897,14752,20031105,47
4,3013,20031105,37
9137,14765,20031105,49
424,3131,20031105,55
14441,24110,20031105,22
989,3810,20031105,71
3207,4836,20031105,34
1049,3812,20031105,69
8147,14605,20031105,35
13751,24018,20031105,28
1379,3868,20031105,55
3177,4826,20031105,32
19368,54740,20031105,39
94,3024,20031105,38
10877,14935,20031105,28
3267,4839,20031105,50
2069,3953,20031105,57
9347,14787,20031105,53
2219,3963,20031105,40
10427,14913,20031105,20
3087,4803,20031105,28
3117,4804,20031105,60
1139,3818,20031105,74
10907,14936,20031105,15
5993,13781,20031105,64
274,3031,20031105,56
1559,3888,20031105,73
3446,4846,20031105,50
9377,14792,20031105,58
244,3030,20031105,36
2009,3947,20031105,36
16091,25323,20031105,29
3386,4843,20031105,56
8747,14745,20031105,39
214,3029,20031105,33
1649,3894,20031105,60
13661,24013,20031105,11
2279,3966,20031105,43
3057,4789,20031105,51
5544,13728,20031106,72
10878,14935,20031106,33
990,3810,20031106,71
2010,3947,20031106,35
10428,14913,20031106,17
2699,4111,20031106,19
5934,13764,20031106,64
95,3024,20031106,32
8148,14605,20031106,46
8358,14710,20031106,48
275,3031,20031106,44
1380,3868,20031106,40
1320,3859,20031106,59
1260,3849,20031106,56
1830,3932,20031106,34
11028,14940,20031106,23
10788,14929,20031106,0
5874,13744,20031106,74
7132,13939,20031106,56
515,3160,20031106,51
8328,14707,20031106,57
6114,13833,20031106,74
2220,3963,20031106,37
1410,3870,20031106,74
10848,14933,20031106,31
245,3030,20031106,31
1950,3940,20031106,66
1290,3856,20031106,62
10938,14937,20031106,33
6174,13838,20031106,76
2280,3966,20031106,35
2670,4110,20031106,32
545,3162,20031106,45
2640,4109,20031106,30
1350,3860,20031106,54
14502,24126,20031106,33
5994,13781,20031106,62
2160,3960,20031106,37
10998,14939,20031106,30
10458,14914,20031106,14
5754,13739,20031106,60
8298,14702,20031106,51
10908,14936,20031106,14
16092,25323,20031106,27
19399,54742,20031106,45
8178,14606,20031106,45
1800,3928,20031106,38
2729,4112,20031106,11
1650,3894,20031106,49
3088,4803,20031106,22
9378,14792,20031106,56
335,3102,20031106,60
1140,3818,20031106,77
3447,4846,20031106,37
8748,14745,20031106,47
3058,4789,20031106,51
13602,24011,20031106,16
3387,4843,20031106,42
3477,4847,20031106,40
16032,25308,20031106,34
21517,93721,20031106,64
4855,12916,20031106,76
1020,3811,20031106,52
1170,3820,20031106,75
125,3026,20031106,34
2998,4781,20031106,57
3507,4848,20031106,40
455,3144,20031106,61
8688,14740,20031106,51
1560,3888,20031106,71
13662,24013,20031106,14
3118,4804,20031106,43
425,3131,20031106,60
14442,24110,20031106,25
1590,3889,20031106,55
1050,3812,20031106,70
3178,4826,20031106,27
19369,54740,20031106,47
3208,4836,20031106,36
9348,14787,20031106,56
3268,4839,20031106,39
9138,14765,20031106,57
13752,24018,20031106,30
5,3013,20031106,33
660,3170,20031106,27
21397,93706,20031106,60
1620,3893,20031106,40
3148,4808,20031106,35
1110,3816,20031106,45
9078,14763,20031106,50
3298,4840,20031106,30
3357,4842,20031106,45
8898,14752,20031106,50
12766,23176,20031106,29
1740,3919,20031106,36
19638,54771,20031106,44
65,3017,20031106,29
8538,14734,20031106,56
3926,12812,20031106,78
11388,21510,20031106,80
2878,4725,20031106,43
3956,12815,20031106,77
8658,14739,20031106,54
16062,25309,20031106,28
3866,11640,20031106,82
19429,54743,20031106,54
11058,14941,20031106,28
10398,14910,20031106,13
1200,3822,20031106,78
9408,14794,20031106,57
305,3032,20031106,58
215,3029,20031106,35
19249,54728,20031106,43
1230,3847,20031106,60
3686,4854,20031106,32
2908,4726,20031106,50
11628,23009,20031106,51
1470,3878,20031106,73
11358,21504,20031106,77
4586,12884,20031106,75
2070,3953,20031106,46
1530,3887,20031106,39
2758,4113,20031106,25
426,3131,20031107,62
8539,14734,20031107,54
1801,3928,20031107,40
246,3030,20031107,32
8299,14702,20031107,49
8359,14710,20031107,49
9349,14787,20031107,52
1621,3893,20031107,35
9139,14765,20031107,51
1591,3889,20031107,47
10429,14913,20031107,10
1471,3878,20031107,69
991,3810,20031107,64
1381,3868,20031107,34
1831,3932,20031107,39
10459,14914,20031107,0
10849,14933,20031107,31
1411,3870,20031107,69
216,3029,20031107,38
1531,3887,20031107,36
126,3026,20031107,35
8329,14707,20031107,53
1951,3940,20031107,56
16033,25308,20031107,35
8689,14740,20031107,50
9409,14794,20031107,53
8659,14739,20031107,52
8179,14606,20031107,42
9379,14792,20031107,53
8749,14745,20031107,46
1651,3894,20031107,44
2011,3947,20031107,37
546,3162,20031107,48
1561,3888,20031107,65
16063,25309,20031107,31
1741,3919,20031107,39
10399,14910,20031107,11
8899,14752,20031107,51
9079,14763,20031107,44
19430,54743,20031107,52
10789,14929,20031107,0
5875,13744,20031107,70
2071,3953,20031107,43
3508,4848,20031107,37
19250,54728,20031107,40
11629,23009,20031107,46
3687,4854,20031107,26
2909,4726,20031107,40
456,3144,20031107,62
1201,3822,20031107,76
3867,11640,20031107,82
2879,4725,20031107,41
11389,21510,20031107,79
3927,12812,20031107,77
306,3032,20031107,48
19639,54771,20031107,40
1231,3847,20031107,48
2759,4113,20031107,28
3957,12815,20031107,79
21518,93721,20031107,54
11059,14941,20031107,29
66,3017,20031107,38
4587,12884,20031107,73
2730,4112,20031107,13
4856,12916,20031107,69
1261,3849,20031107,47
12767,23176,20031107,38
5545,13728,20031107,66
1171,3820,20031107,66
2999,4781,20031107,51
14443,24110,20031107,29
1051,3812,20031107,64
3179,4826,20031107,21
3209,4836,20031107,33
3269,4839,20031107,35
13753,24018,20031107,33
6,3013,20031107,36
21398,93706,20031107,51
3149,4808,20031107,33
19370,54740,20031107,46
1111,3816,20031107,41
3299,4840,20031107,25
3119,4804,20031107,39
13663,24013,20031107,0
3358,4842,20031107,38
3388,4843,20031107,40
3089,4803,20031107,13
336,3102,20031107,61
1141,3818,20031107,71
3448,4846,20031107,35
3059,4789,20031107,49
13603,24011,20031107,10
3478,4847,20031107,36
1021,3811,20031107,45
2700,4111,20031107,17
11359,21504,20031107,74
19400,54742,20031107,41
2641,4109,20031107,31
16093,25323,20031107,31
5935,13764,20031107,55
11029,14940,20031107,19
1321,3859,20031107,47
276,3031,20031107,40
10909,14936,20031107,12
5995,13781,20031107,54
2221,3963,20031107,39
6115,13833,20031107,69
6175,13838,20031107,69
1351,3860,20031107,48
2161,3960,20031107,38
7133,13939,20031107,50
10879,14935,20031107,31
96,3024,20031107,37
8149,14605,20031107,45
10939,14937,20031107,32
661,3170,20031107,31
2281,3966,20031107,38
2671,4110,20031107,35
5755,13739,20031107,55
1291,3856,20031107,54
516,3160,20031107,51
14503,24126,20031107,33
10999,14939,20031107,33
6176,13838,20031108,66
8900,14752,20031108,39
3300,4840,20031108,21
3120,4804,20031108,32
4857,12916,20031108,69
1802,3928,20031108,42
2672,4110,20031108,42
3359,4842,20031108,32
8180,14606,20031108,32
3389,4843,20031108,31
3090,4803,20031108,12
1652,3894,20031108,44
8750,14745,20031108,34
16064,25309,20031108,32
19371,54740,20031108,31
6116,13833,20031108,64
9080,14763,20031108,29
337,3102,20031108,62
2072,3953,20031108,46
8150,14605,20031108,32
1592,3889,20031108,41
9140,14765,20031108,39
3180,4826,20031108,18
2701,4111,20031108,26
7134,13939,20031108,56
2162,3960,20031108,34
3210,4836,20031108,23
1832,3932,20031108,44
5546,13728,20031108,52
3270,4839,20031108,30
3150,4808,20031108,28
247,3030,20031108,44
5756,13739,20031108,43
1622,3893,20031108,32
8360,14710,20031108,36
2222,3963,20031108,37
3449,4846,20031108,31
2012,3947,20031108,34
8300,14702,20031108,35
457,3144,20031108,61
